name,mass_mj,radius_rj,period_days,semi_major_axis_au,temp_k,discovery_method,disc_year,distance_ly,star_mass_solar,star_temp_k,remarks,mass_earth,radius_earth,habitability_score,habitability_label
HD 25723 b,2.51,,456.78,1.49,1093.7,radial vel.,,375,0.97,5600,Giant star host[128],797.678,2.32047,44.31812,0
HD 25723 c,1.33,,2369.84,4.35,1093.7,radial vel.,,375,0.97,5600,Giant star host[128],422.674,2.32047,34.11812,0
Chi Scorpii b,4.32+0.15−0.12,,11.829851,0.117,1093.7,radial vel.,,408,0.97,5600,Giant star host[128],282.842,2.32047,36.45812,0
HD 60292 b,6.5±1.0,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Giant star host[129],282.842,2.32047,36.45812,0
HD 112640 b,5.0±1.0,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Giant star host[129],282.842,2.32047,36.45812,0
K2-111 c,0.0356±0.0035,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[130],282.842,2.32047,36.45812,0
K2-316b,,0.119,1.133,0.0147,841,transit,,368,0.97,5600,EPIC 249384674b[131],282.842,1.33399,38.35804,0
K2-316c,,0.163,5.26,0.0582,423,transit,,368,0.97,5600,EPIC 249384674c[131],282.842,1.82723,47.88008,0
K2-317b,,0.261,6.22,0.0542,432,transit,,577,0.97,5600,EPIC 249557502b[131],282.842,2.92581,42.78076,0
K2-318b,,0.148,7.01,0.0911,456,transit,,483,0.97,5600,EPIC 249826231b[131],282.842,1.65908,46.91901333,0
K2-319b,,0.249,26.68,0.1516,641,transit,,686,0.97,5600,EPIC 201663879b[131],282.842,2.79129,35.26684,0
K2-320b,,0.234,1.995,0.0142,698,transit,,356,0.97,5600,EPIC 201796690b[131],282.842,2.62314,33.19144,0
K2-321b,,0.174,2.298,0.041,701,transit,,254,0.97,5600,EPIC 248480671b[131],282.842,1.95054,36.41784,0
K2-322b,,0.171,8.205,0.0594,635,transit,,404,0.97,5600,EPIC 248558190b[131],282.842,1.91691,36.92036,0
K2-323b,,0.187,24.93,0.1275,318,transit,,387,0.97,5600,EPIC 248616368b[131],282.842,2.09627,55.48158667,1
K2-324b,,0.217,3.262,0.0331,707,transit,,447,0.97,5600,EPIC 248639308b[131],282.842,2.43257,34.33172,0
K2-325b,,0.196,6.93,0.0419,423,transit,,365,0.97,5600,EPIC 246074965b[131],282.842,2.19716,46.07436,0
K2-326b,,0.203,1.256,0.0198,1114,transit,,928,0.97,5600,EPIC 246472939b[131],282.842,2.27563,34.69348,0
KMT-2016-BLG-2397b,2.42,,11.829851,2.83,1093.7,microlensing,,16000,0.97,5600,Multiple solutions for planetary parameters[132],769.076,2.32047,34.11812,0
KMT-2016-BLG-2364b,3.93,,11.829851,2.63,1093.7,microlensing,,21000,0.97,5600,[132],1248.954,2.32047,34.11812,0
OGLE-2017-BLG-1375b,10.33,,11.829851,2.97,1093.7,microlensing,,12000,0.97,5600,Multiple solutions for planetary parameters[132],3282.874,2.32047,34.11812,0
OGLE-2017-BLG-0604b,0.51,,11.829851,4.06,1093.7,microlensing,,13000,0.97,5600,[132],162.078,2.32047,34.11812,0
KMT-2018-BLG-0748Lb,0.18+0.29−0.10,,11.829851,0.117,1093.7,microlensing,,24000,0.97,5600,[133],282.842,2.32047,36.45812,0
KMT-2019-BLG-1339Lb,12.2+16.1−6.7,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,Multiple solutions for planetary parameters[134],282.842,2.32047,36.45812,0
KMT-2019-BLG-2073 [ja],0.19,,11.829851,0.117,1093.7,microlensing,,12000,0.97,5600,Free-floating planet[135],60.382,2.32047,36.45812,0
OGLE-2019-BLG-0551,0.0242,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,Poorly characterized free-floating planet[136],7.69076,2.32047,43.0766,0
TVLM 513-46546 b,0.38±0.24,,11.829851,0.117,1093.7,astrometry,,1361.5,0.09,2500,[137],282.842,2.32047,18.85812,0
CD Ceti b [es],0.0124+0.0013−0.0014,,11.829851,0.117,1093.7,radial vel.,,28.07,0.97,5600,[138],282.842,2.32047,36.45812,0
OGLE-2018-BLG-0799Lb,0.22+0.19−0.06,,11.829851,0.117,1093.7,microlensing,,16000,0.97,5600,[139],282.842,2.32047,36.45812,0
WD 1856+534 b,13.8,0.93±0.09,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Orbiting a white dwarf star[140],4385.64,2.32047,36.45812,0
Kepler-1649c,0.0038,0.095+0.014−0.010,11.829851,0.0649,1093.7,transit,,1361.5,0.97,5600,"Habitable zone, Earth-like[141]",1.20764,2.32047,55.00084,1
Kepler-305e,,0.16,3.20538,0.117,1093.7,transit,,1361.5,0.97,5600,[142],282.842,1.7936,38.5656,0
Kepler-385d,,0.233,56.4159,0.117,1093.7,transit,,1361.5,0.97,5600,[142],282.842,2.61193,35.29228,0
Kepler-598c,,0.27,86.4945,0.117,1093.7,transit,,1361.5,0.97,5600,FPP=1.0%[142],282.842,3.0267,33.6332,0
Kepler-647c,,0.357,29.6663,0.117,1093.7,transit,,1361.5,0.97,5600,[142],282.842,4.00197,29.73212,0
Kepler-716c,,0.124,3.96999,0.117,1093.7,transit,,1361.5,0.97,5600,FPP=0.6%[142],282.842,1.39004,40.17984,0
Kepler-783c,,0.208,7.05395,0.117,1093.7,transit,,1361.5,0.97,5600,[142],282.842,2.33168,36.41328,0
Kepler-1001c,,0.14,9.18186,0.117,1093.7,transit,,1361.5,0.97,5600,[142],282.842,1.5694,39.4624,0
Kepler-1085c,,0.291,56.7771,0.117,1093.7,transit,,1361.5,0.97,5600,[142],282.842,3.26211,32.69156,0
Kepler-1662b,0.223,0.79,134.4628,0.117,1093.7,transit,,1361.5,0.97,5600,[143] Host star also known as KOI-1783[144],70.8694,8.8559,21.74,0
Kepler-1663b,,0.294,17.6046,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-252[142],282.842,3.29574,32.55704,0
Kepler-1664b,,0.27,14.3868,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-349[142],282.842,3.0267,33.6332,0
Kepler-1665b,,0.253,11.9548,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-650[142],282.842,2.83613,34.39548,0
Kepler-1666b,,0.257,25.8476,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-945[142],282.842,2.88097,34.21612,0
Kepler-1666c,,0.257,25.8476,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-945[142],282.842,2.88097,34.21612,0
Kepler-1667b,,0.266,83.5781,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1311[142],282.842,2.98186,33.81256,0
Kepler-1668b,,0.388,15.434,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1470[142],282.842,4.34948,28.34208,0
Kepler-1669b,,0.248,9.51216,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1475[142],282.842,2.78008,34.61968,0
Kepler-1670b,,0.299,20.4998,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1705[142],282.842,3.35179,32.33284,0
Kepler-1671b,,0.118,4.16787,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1738[142],282.842,1.32278,40.44888,0
Kepler-1672b,,0.265,150.878,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1822[142],282.842,2.97065,33.8574,0
Kepler-1673b,,0.262,33.7888,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1863[142],282.842,2.93702,33.99192,0
Kepler-1674b,,0.286,62.5611,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1892[142],282.842,3.20606,32.91576,0
Kepler-1675b,,0.279,63.0382,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1928[142],282.842,3.12759,33.22964,0
Kepler-1676b,,0.301,29.9221,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-1943[142],282.842,3.37421,32.24316,0
Kepler-1677b,,0.241,22.064,0.117,1093.7,transit,,1361.5,0.97,5600,"Host star also known as KOI-1984, FPP=0.6%[142]",282.842,2.70161,34.93356,0
Kepler-1678b,,0.295,147.974,0.117,1093.7,transit,,1361.5,0.97,5600,"Host star also known as KOI-2066, FPP=0.5%[142]",282.842,3.30695,32.5122,0
Kepler-1679b,,0.184,9.75376,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2106[142],282.842,2.06264,37.48944,0
Kepler-1680b,,0.121,8.77424,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2120[142],282.842,1.35641,40.31436,0
Kepler-1681b,,0.2227,69.8956,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2132[142],282.842,2.496467,35.754132,0
Kepler-1682b,,0.257,14.8334,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2229[142],282.842,2.88097,34.21612,0
Kepler-1683b,,0.167,15.0337,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2293[142],282.842,1.87207,38.25172,0
Kepler-1684b,,0.256,47.7055,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2417[142],282.842,2.86976,34.26096,0
Kepler-1685b,,0.23,20.4905,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2504[142],282.842,2.5783,35.4268,0
Kepler-1686b,,0.127,9.30987,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2559[142],282.842,1.42367,40.04532,0
Kepler-1687b,,0.147,5.77954,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2588[142],282.842,1.64787,39.14852,0
Kepler-1688b,,0.112,5.62012,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2733[142],282.842,1.25552,40.71792,0
Kepler-1689b,,0.084,8.483,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2755[142],282.842,0.94164,41.50656,0
Kepler-1690b,,0.25,234.636,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2757[142],282.842,2.8025,34.53,0
Kepler-1691b,,0.163,3.8482,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2802[142],282.842,1.82723,38.43108,0
Kepler-1692b,,0.099,5.95966,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2849[142],282.842,1.10979,41.30084,0
Kepler-1693b,,0.115,12.0999,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-2871[142],282.842,1.28915,40.5834,0
Kepler-1694b,,0.105,3.89526,0.117,1093.7,transit,,1361.5,0.97,5600,"Host star also known as KOI-2878, FPP=0.6%[142]",282.842,1.17705,41.0318,0
Kepler-1695b,,0.099,4.7329,0.117,1093.7,transit,,1361.5,0.97,5600,"Host star also known as KOI-3048, FPP=0.5%[142]",282.842,1.10979,41.30084,0
Kepler-1696b,,0.25,65.9409,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-3361[142],282.842,2.8025,34.53,0
Kepler-1697b,,0.112,33.4969,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-3478[142],282.842,1.25552,40.71792,0
Kepler-1698b,,0.095,1.2107,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-3864[142],282.842,1.06495,41.4802,0
Kepler-1699b,,0.139,3.49082,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-3933[142],282.842,1.55819,39.50724,0
Kepler-1701b,,0.198,169.134,0.117,1093.7,transit,,1361.5,0.97,5600,"Host star also known as KOI-4054,[142] potentially habitable exoplanet",282.842,2.21958,36.86168,0
Kepler-1702b,,0.143,18.5012,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as KOI-4386[142],282.842,1.60303,39.32788,0
HD 100939 b,7.1±1.6,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Red giant host star also known as HIP 56640[145][146],282.842,2.32047,36.45812,0
HD 136295 b,1.79±0.16,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Red giant host star also known as HIP 75092[145],282.842,2.32047,36.45812,0
HD 170707 b,1.96±0.09,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Red giant host star also known as HIP 90988[145],282.842,2.32047,36.45812,0
HD 219553 b,1.94±0.17,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Red giant host star also known as HIP 114933[145],282.842,2.32047,36.45812,0
Gliese 317 c,2.13±0.19,,6700,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[147],282.842,2.32047,36.45812,0
HD 108236 f,,0.17406+0.00482−0.00437,11.829851,0.117,1093.7,transit,,211,0.97,5600,[1][2],282.842,2.32047,36.45812,0
NGTS-14Ab,0.092±0.012,0.444±0.030,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[3],282.842,2.32047,36.45812,0
TOI-1259Ab,0.441+0.049−0.047,1.022+0.030−0.037,11.829851,0.117,936,transit,,1361.5,0.97,5600,Also white dwarf on a wide orbit[4],282.842,2.32047,36.45812,0
NGTS-13b,4.84±0.44,1.142±0.046,4.12,0.117,1093.7,transit,,2150,0.97,5600,[5],282.842,2.32047,36.45812,0
TOI-628 b,6.33+0.29−0.31,1.060+0.041−0.034,11.829851,0.117,1093.7,transit,,582,0.97,5600,Host star also known as HD 288842[6],282.842,2.32047,36.45812,0
TOI-640 b,0.88±0.16,1.771+0.060−0.056,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[6],282.842,2.32047,36.45812,0
TOI-1333 A b,2.37±0.24,1.396+0.056−0.054,11.829851,0.117,1093.7,transit,,653,0.97,5600,Host star also known as BD+47 3521A.[6],282.842,2.32047,36.45812,0
TOI-1478 b,0.847+0.052−0.048,1.061+0.040−0.038,11.829851,0.117,1093.7,transit,,498,0.97,5600,[6],282.842,2.32047,36.45812,0
TOI-1601 b,0.99±0.11,1.239+0.046−0.039,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[6],282.842,2.32047,36.45812,0
OGLE-2019-BLG-0960Lb,0.0071±0.0027,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,Smallest planet discovered by microlensing[7],282.842,2.32047,36.45812,0
HD 110113 b,0.0143±0.0020,0.183±0.011,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,"Radius gap planet, host star also known as TOI-755[8]",282.842,2.32047,36.45812,0
HD 110113 c,0.0330±0.0038,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Host star also known as TOI-755.[8],282.842,2.32047,36.45812,0
KOI-5Ab,0.179,0.63,5,0.117,1093.7,transit,,1361.5,1.13,5861,Also called TOI-1241b.[9][10],56.8862,7.0623,19.74,0
TOI-178b,0.0047+0.0012−0.0013,0.102±0.006,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
TOI-178c,0.015+0.0017−0.0021,0.149+0.01−0.008,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
TOI-178d,0.0094+0.0025−0.0032,0.229±0.006,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
TOI-178e,0.0121+0.0039−0.0029,0.197+0.007−0.008,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
TOI-178f,0.0242+0.0052−0.0047,0.204±0.009,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
TOI-178g,0.0123+0.0041−0.0050,0.256+0.012−0.011,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
HD 183579 b,0.0620+0.0126−0.0123,0.317+0.013−0.011,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as TOI-1055[12][13][14],282.842,2.32047,36.45812,0
KMT-2019-BLG-0371b,7.70+11.34−3.90,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,Multiple solutions for orbital separation[15],282.842,2.32047,36.45812,0
HD 5278 b,0.0245+0.0047−0.0044,0.219±0.004,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Host star also known as TOI-130.[16],282.842,2.32047,36.45812,0
HD 5278 c,0.0579+0.0057−0.0060,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Host star also known as TOI-130.[16],282.842,2.32047,36.45812,0
KMT-2018-BLG-1025Lb,0.0191+0.0258−0.0104,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,Multiple solutions for orbital parameters[17],282.842,2.32047,36.45812,0
TOI-558b,3.61±0.15,1.086+0.041−0.038,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[18],282.842,2.32047,36.45812,0
TOI-559b,6.01+0.24−0.23,1.091+0.028−0.025,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[18],282.842,2.32047,36.45812,0
Candidate 1,0.062-0.157,0.3011-0.6386,11.829851,0.117,1093.7,imaging,,4.37,0.97,5600,HD 13808 b,282.842,2.32047,36.45812,0
HD 22532 b,2.12±0.09,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Giant host star[3],282.842,2.32047,36.45812,0
HD 64121 b,2.56±0.19,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Giant host star[3],282.842,2.32047,36.45812,0
HD 69123 b,3.04±0.16,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Giant host star[3],282.842,2.32047,36.45812,0
HD 29399 b,1.57±0.11,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,Giant host star[4],282.842,2.32047,36.45812,0
Kepler-1708b,<4.6,0.8886+0.0535−0.0526,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Possible exomoon host[5][6],282.842,2.32047,36.45812,0
TOI-1064b,0.0425±0.0055,0.231±0.004,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[7],282.842,2.32047,36.45812,0
TOI-1064c,0.0079+0.0057−0.0063,0.237±0.004,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[7],282.842,2.32047,36.45812,0
TOI-2337b,1.60±0.15,0.9±0.1,11.829851,0.04467,1093.7,transit,,1361.5,0.97,5600,[8],282.842,2.32047,35.01152,0
TOI-4329b,0.45±0.09,1.50±0.19,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[8],282.842,2.32047,36.45812,0
TOI-2669b,0.61±0.19,1.76±0.16,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[8],282.842,2.32047,36.45812,0
TOI-2180 b,2.755+0.087−0.081,1.010+0.022−0.019,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[9],282.842,2.32047,36.45812,0
OGLE-2016-BLG-1093Lb,0.71±0.12,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[10],282.842,2.32047,36.45812,0
TOI-3714 b,0.70±0.003,1.01±0.03,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
TOI-3629 b,0.26±0.02,0.74±0.02,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[11],282.842,2.32047,36.45812,0
Kepler-1972 b,0.0064±0.0019,0.072±0.004,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,"Very dense planets, additional planet in system suspected[12]",282.842,2.32047,36.45812,0
Kepler-1972 c,0.0066±0.0020,0.078±0.005,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,"Very dense planets, additional planet in system suspected[12]",282.842,2.32047,36.45812,0
TOI-206 b,,0.116±0.004,11.829851,0.117,1093.7,transit,,155.9,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-500 b,,0.104±0.010,11.829851,0.117,1093.7,transit,,154.8,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-544 b,,0.181±0.009,11.829851,0.117,1093.7,transit,,132.7,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-833 b,,0.113±0.006,11.829851,0.117,1093.7,transit,,136.3,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-1075 b,,0.154±0.007,11.829851,0.117,1093.7,transit,,200.9,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-1411 b,,0.121±0.013,11.829851,0.117,1093.7,transit,,106,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-1442 b,,0.104±0.005,11.829851,0.117,1093.7,transit,,134.5,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-1693 b,,0.126±0.009,11.829851,0.117,1093.7,transit,,100.6,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-1860 b,,0.117±0.005,11.829851,0.117,1093.7,transit,,149.8,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-2260 b,,0.145±0.012,11.829851,0.117,1093.7,transit,,331.2,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-2411 b,,0.150±0.010,11.829851,0.117,1093.7,transit,,194.5,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-2427 b,,0.161±0.011,11.829851,0.117,1093.7,transit,,93.1,0.97,5600,[13],282.842,2.32047,36.45812,0
TOI-2445 b,,0.112±0.007,11.829851,0.117,1093.7,transit,,158.7,0.97,5600,[13],282.842,2.32047,36.45812,0
Gliese 3929 b,0.0055±0.0014,0.097±0.004,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,Another planet in system is suspected[14][15],282.842,2.32047,36.45812,0
TOI-1759 b,0.021±0.06,0.279±0.02,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[16][17],282.842,2.32047,36.45812,0
Kepler-451 c,1.61±0.14,,11.829851,0.117,1093.7,timing,,1361.5,0.97,5600,[18],282.842,2.32047,36.45812,0
Kepler-451 d,1.76±0.18,,11.829851,0.117,1093.7,timing,,1361.5,0.97,5600,[18],282.842,2.32047,36.45812,0
KMT-2021-BLG-1391b,0.0143±0.0073,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[19],282.842,2.32047,36.45812,0
KMT-2021-BLG-1253b,0.0599+0.0643−0.0319,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[19],282.842,2.32047,36.45812,0
KMT-2021-BLG-1372b,0.1928±0.1129,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[19],282.842,2.32047,36.45812,0
KMT-2021-BLG-0748b,0.45+0.40−0.25,,11.829851,0.117,1093.7,microlensing,,1361.5,0.97,5600,[19],282.842,2.32047,36.45812,0
Proxima Centauri d,0.0008±0.0002,,11.829851,0.117,360,radial vel.,,1361.5,0.97,5600,[20],282.842,2.32047,51.45812,1
TOI-1268 b,0.303±0.026,0.81±0.05,11.829851,0.117,919,transit,,1361.5,0.97,5600,[21],282.842,2.32047,36.45812,0
TOI-2136 b,0.0200+0.0077−0.0072,0.196±0.015,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[22][23],282.842,2.32047,36.45812,0
PSR J2007+3120 b,0.0072±0.0009,,11.829851,0.117,1093.7,timing,,22000,0.97,5600,"Pulsar planet, another planet in the system is suspected.[24]",282.842,2.32047,36.45812,0
Pi Mensae d,0.0421±0.0042,,11.829851,0.117,1093.7,radial vel.,,1361.5,0.97,5600,[25],282.842,2.32047,36.45812,0
K2-365 b,0.0272±0.0172,0.259+0.017−0.015,11.829851,0.117,710,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-366 b,0.0199±0.0115,0.210+0.016−0.014,11.829851,0.117,770,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-367 b,0.0203±0.0126,0.215+0.020−0.017,11.829851,0.117,450,transit,,1361.5,0.97,5600,[26],282.842,2.32047,45.20812,0
K2-368 b,0.0073±0.0042,0.118+0.009−0.008,11.829851,0.117,800,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-368 c,0.0078±0.0041,0.121+0.010−0.009,11.829851,0.117,650,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-368 d,0.0146±0.0085,0.173+0.013−0.012,11.829851,0.117,500,transit,,1361.5,0.97,5600,[26],282.842,2.32047,41.73589778,0
K2-369 b,0.0069±0.0040,0.117+0.009−0.008,11.829851,0.117,1080,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-370 b,0.0327±0.0207,0.286+0.020−0.048,11.829851,0.117,1420,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-371 b,4.7±2.2,1.162+0.082−0.077,11.829851,0.117,1000,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-372 b,0.0289±0.0168,0.262±0.006,11.829851,0.117,870,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-373 b,0.0162±0.0089,0.184+0.013−0.012,11.829851,0.117,1130,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-374 b,0.0113±0.0058,0.142±0.005,11.829851,0.117,1210,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-374 c,0.0179±0.0109,0.197+0.008−0.007,11.829851,0.117,790,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-375 b,0.0183±0.0106,0.200+0.016−0.015,11.829851,0.117,1000,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-376 b,0.0129±0.0074,0.155+0.011−0.010,11.829851,0.117,1240,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-377 b,0.0123±0.0073,0.151+0.013−0.011,11.829851,0.117,530,transit,,1361.5,0.97,5600,[26],282.842,2.32047,39.65256444,0
K2-378 b,0.0283±0.0173,0.257+0.024−0.020,11.829851,0.117,1130,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-379 b,0.0175±0.0104,0.194+0.032−0.017,11.829851,0.117,680,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
K2-380 b,0.0250±0.0144,0.243+0.016−0.015,11.829851,0.117,1110,transit,,1361.5,0.97,5600,[26],282.842,2.32047,36.45812,0
